int_dis,health_acc_score,health2_acc_score,health2_Monday_score,health2_compete1.5_score,health2_compete2_score,c_healthinfluence,sd_healthinfluence,bus_delay_healthinfluence_2,bus_delay_healthinfluence_1.5,health_acc_score_std,health2_acc_score_std,health2_Monday_score_std,health2_compete1.5_score_std,health2_compete2_score_std,c_healthinfluence_std,sd_healthinfluence_std,bus_delay_healthinfluence_2_std,bus_delay_healthinfluence_1.5_std,food_acc_score,food2_acc_score,food2_Monday_score,food2_compete1.5_score,food2_compete2_score,c_foodinfluence,sd_foodinfluence,bus_delay_foodinfluence_2,bus_delay_foodinfluence_1.5,food_acc_score_std,food2_acc_score_std,food2_Monday_score_std,food2_compete1.5_score_std,food2_compete2_score_std,c_foodinfluence_std,sd_foodinfluence_std,bus_delay_foodinfluence_2_std,bus_delay_foodinfluence_1.5_std,grocery_acc_score,grocery2_acc_score,grocery2_Monday_score,grocery2_compete1.5_score,grocery2_compete2_score,c_groceryinfluence,sd_groceryinfluence,bus_delay_groceryinfluence_2,bus_delay_groceryinfluence_1.5,grocery_acc_score_std,grocery2_acc_score_std,grocery2_Monday_score_std,grocery2_compete1.5_score_std,grocery2_compete2_score_std,c_groceryinfluence_std,sd_groceryinfluence_std,bus_delay_groceryinfluence_2_std,bus_delay_groceryinfluence_1.5_std,city
0,6.030963303,6.004587156,4.658256881,3.826834862,3.82912844,-0.026376147,-1.346330275,-0.82912844,-0.831422018,2.2649336,2.267926837,2.440605727,2.55386339,2.559406714,0.192849646,0.645934257,0.658373721,0.646654409,6.180045872,6.118119266,4.714449541,3.833715596,3.803899083,-0.061926606,-1.403669725,-0.910550459,-0.880733945,2.228284106,2.239616612,2.561728826,2.664321559,2.654516923,0.288819529,0.686016017,0.686948138,0.692419451,6.346330275,6.166284404,4.691513761,3.808486239,3.77293578,-0.180045872,-1.474770642,-0.918577982,-0.883027523,2.169988455,2.197715326,2.544216828,2.634448378,2.625285788,0.404811473,0.692293941,0.700351754,0.701047934,New York
10,6.883785665,6.864996521,6.130828114,5.735560195,5.743910926,-0.018789144,-0.734168406,-0.386917189,-0.395267919,2.536858129,2.543193621,2.965376375,3.009908529,3.003915646,0.167923358,0.858535844,0.605725953,0.638530598,6.942936674,6.942240779,6.201809325,5.768963118,5.766179541,-0.000695894,-0.740431454,-0.435629784,-0.432846207,2.569821754,2.55363169,3.066291175,3.10598485,3.099941181,0.285439728,0.917252214,0.673460152,0.722099259,7.011830202,6.963117606,6.193458594,5.768963118,5.767571329,-0.048712596,-0.769659012,-0.425887265,-0.424495477,2.541411733,2.551290737,3.094182981,3.093854065,3.091723251,0.356583641,0.951013655,0.709739739,0.750606885,New York
20,7.580862534,7.591644205,7.830188679,7.855795148,7.858490566,0.010781671,0.238544474,0.028301887,0.025606469,2.059390869,2.06482925,2.319489617,2.345228044,2.333856171,0.155483429,0.947172529,0.406435512,0.514976091,7.423180593,7.494609164,7.729110512,7.785714286,7.788409704,0.071428571,0.234501348,0.059299191,0.056603774,2.03846986,2.033285249,2.363279365,2.399653757,2.398768331,0.365913136,1.029390479,0.449006754,0.519033985,7.289757412,7.423180593,7.661725067,7.783018868,7.78032345,0.133423181,0.238544474,0.118598383,0.121293801,2.047579182,2.050351767,2.380219031,2.393780188,2.387889124,0.351958287,0.99984994,0.500422685,0.536248223,New York
30,5.275779376,5.32853717,6.79616307,7.258992806,7.244604317,0.052757794,1.467625899,0.448441247,0.462829736,1.669354271,1.694157386,1.649354376,1.567418242,1.571264159,0.234312253,0.94030088,0.512210253,0.536355806,5.117505995,5.127098321,6.508393285,7.011990408,6.995203837,0.009592326,1.381294964,0.486810552,0.503597122,1.585118752,1.553736029,1.638054533,1.578811055,1.585685977,0.366773978,1.000449539,0.509943101,0.52404814,4.90647482,5.083932854,6.29736211,6.779376499,6.762589928,0.177458034,1.213429257,0.465227818,0.482014388,1.58216663,1.669913596,1.799523908,1.712301812,1.695225481,0.382514786,0.906712145,0.51362635,0.546217562,New York
40,3.636923077,3.673846154,5.298461538,6.113846154,6.046153846,0.036923077,1.624615385,0.747692308,0.815384615,1.256043321,1.314012435,1.803673575,1.734532787,1.765852094,0.219123697,0.909828157,0.4691428,0.474416721,3.535384615,3.566153846,4.923076923,5.661538462,5.636923077,0.030769231,1.356923077,0.713846154,0.738461538,1.230832145,1.206755282,1.738344717,1.691271374,1.716978507,0.270415248,0.972772738,0.491871245,0.499287241,3.421538462,3.52,4.732307692,5.430769231,5.443076923,0.098461538,1.212307692,0.710769231,0.698461538,1.140242056,1.253538202,1.857343424,1.751271414,1.790059075,0.33724204,0.875508264,0.460851023,0.472872855,New York
50,2.487394958,2.5,3.844537815,4.802521008,4.819327731,0.012605042,1.344537815,0.974789916,0.957983193,0.767103668,0.794230249,1.746905521,1.802153526,1.879526707,0.144697923,1.143220522,0.410046511,0.428813651,2.470588235,2.449579832,3.584033613,4.491596639,4.516806723,-0.021008403,1.134453782,0.932773109,0.907563025,0.804245375,0.760010432,1.718378354,1.841256214,1.881996396,0.214406826,1.228524344,0.44496418,0.485947622,2.420168067,2.470588235,3.470588235,4.327731092,4.378151261,0.050420168,1,0.907563025,0.857142857,0.723281298,0.804245375,1.787549672,1.86058039,1.891538327,0.270917787,1.147369032,0.355584659,0.406398493,New York
60,1.911917098,1.92746114,3.093264249,4.005181347,4.020725389,0.015544041,1.165803109,0.92746114,0.911917098,0.697848594,0.710723135,1.717436989,2.039958663,2.066494993,0.160620021,1.213410956,0.590658425,0.565973492,1.932642487,1.917098446,3.067357513,4.067357513,4.113989637,-0.015544041,1.150259067,1.046632124,1,0.700164982,0.67188159,1.695773472,2.094293278,2.120696903,0.215944725,1.284203886,0.647834176,0.620819351,1.860103627,1.896373057,3.139896373,4.041450777,4.062176166,0.03626943,1.243523316,0.922279793,0.901554404,0.704238647,0.728609768,1.792959027,2.078747111,2.088228274,0.18744602,1.273844256,0.539261633,0.526038327,New York
70,1.441176471,1.419117647,2.522058824,3.522058824,3.522058824,-0.022058824,1.102941176,1,1,0.498363334,0.509976718,1.51519177,1.920520422,1.935886864,0.191172281,1.169231541,0.666666667,0.666666667,1.419117647,1.411764706,2.838235294,3.823529412,3.897058824,-0.007352941,1.426470588,1.058823529,0.985294118,0.509976718,0.493972382,1.65650497,2.093667181,2.157774614,0.085749293,1.375081697,0.685994341,0.643892033,1.463235294,1.455882353,2.897058824,3.867647059,3.904411765,-0.007352941,1.441176471,1.007352941,0.970588235,0.500489956,0.514495755,1.863009957,2.200366379,2.243933968,0.19230853,1.514202912,0.589994646,0.570135481,New York
80,1.283783784,1.310810811,2.27027027,3.304054054,3.304054054,0.027027027,0.959459459,1.033783784,1.033783784,0.467160194,0.47882156,1.198608006,1.519303384,1.537109151,0.162712799,0.856177062,0.552243914,0.552243914,1.304054054,1.283783784,2.777027027,3.939189189,4.006756757,-0.02027027,1.493243243,1.22972973,1.162162162,0.47607785,0.467160194,1.354362796,1.715183699,1.770877878,0.141401854,1.109615498,0.60715232,0.57207171,1.297297297,1.317567568,3.060810811,4.148648649,4.216216216,0.02027027,1.743243243,1.155405405,1.087837838,0.473221115,0.481454177,1.758270453,2.077953156,2.09807343,0.141401854,1.409982012,0.567999687,0.520714502,New York
90,1.031746032,1.047619048,1.761904762,2.587301587,2.650793651,0.015873016,0.714285714,0.888888889,0.825396825,0.251976315,0.279894648,0.776972738,1.144903442,1.152259074,0.125988158,0.658163903,0.542131728,0.524855819,1.047619048,1.047619048,2.158730159,3.238095238,3.301587302,0,1.111111111,1.142857143,1.079365079,0.279894648,0.279894648,1.065686954,1.531542399,1.561997487,0,0.900019912,0.715206779,0.679221264,1.063492063,1.079365079,3.079365079,4.238095238,4.301587302,0.015873016,2,1.222222222,1.158730159,0.304430503,0.326347692,1.697261431,2.226774651,2.262135165,0.125988158,1.524001524,0.705838427,0.700376609,New York
100,1,1,1.4,2.35,2.375,0,0.4,0.975,0.95,0,0,0.496138938,0.833589704,0.867873913,0,0.496138938,0.530481156,0.503831474,1,1,2.025,3.1,3.175,0,1.025,1.15,1.075,0,0,0.73336247,1.032795559,1.083382642,0,0.73336247,0.533493566,0.525625391,1,1,2.925,4.175,4.2,0,1.925,1.275,1.25,0,0,1.607474528,1.985685957,2.015325895,0,1.607474528,0.5986095,0.588348405,New York
110,0.958333333,0.958333333,1.166666667,1.75,1.75,0,0.208333333,0.583333333,0.583333333,0.204124145,0.204124145,0.481543412,0.793999233,0.793999233,0,0.414851117,0.503610155,0.503610155,0.958333333,0.958333333,1.75,2.833333333,2.833333333,0,0.791666667,1.083333333,1.083333333,0.204124145,0.204124145,0.98907071,1.403928236,1.403928236,0,0.931532943,0.653862548,0.653862548,0.958333333,0.958333333,2.666666667,3.833333333,3.833333333,0,1.708333333,1.166666667,1.166666667,0.204124145,0.204124145,2.140025735,2.530967622,2.530967622,0,2.095111633,0.564659703,0.564659703,New York
120,0.95,0.95,0.95,1.25,1.25,0,0,0.3,0.3,0.223606798,0.223606798,0.223606798,0.638666374,0.638666374,0,0,0.571240571,0.571240571,0.95,0.95,1.5,2.5,2.5,0,0.55,1,1,0.223606798,0.223606798,1,1.638356044,1.638356044,0,0.944513241,0.72547625,0.72547625,0.95,0.95,2.9,3.85,3.85,0,1.95,0.95,0.95,0.223606798,0.223606798,2.425739171,3.199917762,3.199917762,0,2.372540278,0.825577947,0.825577947,New York
130,0.9,0.9,1.1,1.6,1.6,0,0.2,0.5,0.5,0.316227766,0.316227766,0.567646212,0.966091783,0.966091783,0,0.421637021,0.527046277,0.527046277,0.9,0.9,2.2,3.2,3.3,0,1.3,1.1,1,0.316227766,0.316227766,1.988857852,2.82055944,2.790858092,0,1.888562063,0.994428926,0.942809042,0.9,0.9,4.5,5.4,5.4,0,3.6,0.9,0.9,0.316227766,0.316227766,3.778594683,4.221637386,4.221637386,0,3.65756446,0.875595036,0.875595036,New York
140,1,1,1.666666667,2.333333333,2.333333333,0,0.666666667,0.666666667,0.666666667,0,0,2,2.958039892,2.958039892,0,2,1.118033989,1.118033989,1,1,2.888888889,3.777777778,3.777777778,0,1.888888889,0.888888889,0.888888889,0,0,3.218867986,3.527668415,3.527668415,0,3.218867986,1.054092553,1.054092553,1,1,4.444444444,5.555555556,5.777777778,0,3.444444444,1.333333333,1.111111111,0,0,3.539460097,3.539460097,3.345809983,0,3.539460097,0.707106781,0.78173596,New York
150,1,1,1.333333333,2.333333333,2.333333333,0,0.333333333,1,1,0,0,0.577350269,0.577350269,0.577350269,0,0.577350269,0,0,1,1,5.666666667,8,8,0,4.666666667,2.333333333,2.333333333,0,0,1.527525232,1,1,0,1.527525232,0.577350269,0.577350269,1,1,9.666666667,10,10,0,8.666666667,0.333333333,0.333333333,0,0,0.577350269,0,0,0,0.577350269,0.577350269,0.577350269,New York
0,8.358333333,8.4,8.216666667,8.341666667,8.316666667,0.041666667,-0.183333333,0.1,0.125,1.448243406,1.416588398,1.572790345,1.542102861,1.544757104,0.200664163,0.484782431,0.375734575,0.379351503,8.608333333,8.566666667,8.416666667,8.475,8.475,-0.041666667,-0.15,0.058333333,0.058333333,1.317597976,1.351832453,1.45280565,1.359451817,1.359451817,0.417995081,0.52899143,0.350170027,0.350170027,8.591666667,8.575,8.333333333,8.441666667,8.425,-0.016666667,-0.241666667,0.091666667,0.108333333,1.3441178,1.357596121,1.508147806,1.412999868,1.418144722,0.448776738,0.608011407,0.429888266,0.425960769,Orlando
10,6.037878788,6.015151515,6.128787879,5.992424242,6,-0.022727273,0.113636364,-0.128787879,-0.136363636,1.935625441,1.898110143,2.020525603,1.932036904,1.976966602,0.288875395,0.574890992,0.417284991,0.474908224,5.803030303,5.848484848,5.886363636,5.772727273,5.772727273,0.045454545,0.037878788,-0.113636364,-0.113636364,1.714061263,1.749524902,1.924719578,1.920523581,1.920523581,0.564383557,0.692437922,0.421696452,0.421696452,5.803030303,5.795454545,5.863636364,5.727272727,5.75,-0.007575758,0.068181818,-0.113636364,-0.136363636,1.736186019,1.763664802,2.010555076,1.91853518,1.919665206,0.545575012,0.763611166,0.504146581,0.490718857,Orlando
20,3.367647059,3.352941176,3.279411765,3.352941176,3.352941176,-0.014705882,-0.073529412,0.073529412,0.073529412,1.077648238,1.047594343,1.369667006,1.379646352,1.411728124,0.211084411,0.581202471,0.358944409,0.358944409,3.352941176,3.338235294,3.397058824,3.485294118,3.470588235,-0.014705882,0.058823529,0.073529412,0.088235294,1.129848833,1.101021156,1.487657739,1.652611204,1.670379242,0.211084411,0.620119222,0.527346964,0.539078653,3.382352941,3.441176471,3.632352941,3.676470588,3.632352941,0.058823529,0.191176471,0,0.044117647,1.146433949,1.176668113,1.674251107,1.807456995,1.835832495,0.419037737,0.815106493,0.488677777,0.438240155,Orlando
30,2.090909091,2.090909091,1.939393939,1.909090909,1.909090909,0,-0.151515152,-0.03030303,-0.03030303,0.804815055,0.722998805,0.863835703,0.879049073,0.879049073,0.353553391,0.507519219,0.304635898,0.304635898,2.151515152,2.151515152,2.060606061,2.060606061,2.03030303,0,-0.090909091,-0.03030303,0,0.755033614,0.755033614,0.933387444,0.966287805,0.983769806,0,0.630656224,0.394085055,0.353553391,2.151515152,2.181818182,2.03030303,2.090909091,2.121212121,0.03030303,-0.151515152,0.090909091,0.060606061,0.755033614,0.726917527,0.918043044,1.041742421,1.111237367,0.304635898,0.618527087,0.522232968,0.496197663,Orlando
40,1.428571429,1.380952381,1.523809524,1.619047619,1.571428571,-0.047619048,0.142857143,0.047619048,0.095238095,0.507092553,0.497613352,0.601585208,0.669043382,0.597614305,0.21821789,0.478091444,0.21821789,0.300792604,1.428571429,1.428571429,1.571428571,1.714285714,1.714285714,0,0.142857143,0.142857143,0.142857143,0.507092553,0.507092553,0.597614305,0.783763813,0.783763813,0.316227766,0.573211504,0.358568583,0.358568583,1.428571429,1.333333333,1.428571429,1.619047619,1.666666667,-0.095238095,0.095238095,0.238095238,0.19047619,0.507092553,0.483045892,0.507092553,0.589592272,0.577350269,0.300792604,0.43643578,0.43643578,0.402373908,Orlando
50,1,1,1.5,1.583333333,1.75,0,0.5,0.25,0.083333333,0,0,0.522232968,0.668557923,0.866025404,0,0.522232968,0.452267017,0.288675135,1,1,1.5,1.5,1.5,0,0.5,0,0,0,0,0.522232968,0.522232968,0.522232968,0,0.522232968,0,0,1,1,1.416666667,1.5,1.5,0,0.416666667,0.083333333,0.083333333,0,0,0.514928651,0.522232968,0.522232968,0,0.514928651,0.288675135,0.288675135,Orlando
60,1,1,2.6,1.8,2,0,1.6,-0.6,-0.8,0,0,0.547722558,0.447213595,0,0,0.547722558,0.547722558,0.447213595,1,1,1.6,1.4,1.8,0,0.6,0.2,-0.2,0,0,0.547722558,0.547722558,0.447213595,0,0.547722558,0.447213595,0.836660027,1,1,2,1,1,0,1,-1,-1,0,0,0,0,0,0,0,0,0,Orlando
0,7.601694915,7.505649718,6.361581921,5.853107345,5.957627119,-0.096045198,-1.144067797,-0.403954802,-0.508474576,2.227079658,2.247118836,2.426084357,2.193449934,2.206329041,0.331254219,0.697329065,0.747487696,0.783097967,8.093220339,7.988700565,7.15819209,6.497175141,6.649717514,-0.104519774,-0.830508475,-0.508474576,-0.661016949,2.115586116,2.12229151,2.430414718,2.33612908,2.321573275,0.341355274,0.647134692,0.703037876,0.732340796,8.096045198,8.019774011,7.288135593,6.810734463,6.920903955,-0.076271186,-0.731638418,-0.367231638,-0.47740113,2.086469607,2.104131631,2.424269505,2.334808173,2.330840959,0.348776404,0.655129358,0.588511078,0.621428513,Philadelphia
10,7.749295775,7.777464789,7.456338028,7.2,7.202816901,0.028169014,-0.321126761,-0.253521127,-0.256338028,1.711284683,1.731577543,2.068101315,2.275390325,2.275760991,0.34329045,0.878801748,0.79044988,0.798432857,7.625352113,7.645070423,7.543661972,7.383098592,7.38028169,0.01971831,-0.101408451,-0.163380282,-0.16056338,1.443054504,1.545248662,1.928139262,2.157563618,2.163945687,0.506628302,0.899386633,0.831111066,0.843465891,7.616901408,7.698591549,7.636619718,7.594366197,7.602816901,0.081690141,-0.061971831,-0.033802817,-0.042253521,1.493771051,1.496464096,1.922307306,2.108356211,2.087761745,0.406969598,0.954674227,0.700271066,0.705839639,Philadelphia
20,5.401515152,5.450757576,6.159090909,6.393939394,6.359848485,0.049242424,0.708333333,0.200757576,0.234848485,1.665392992,1.741202601,2.830656578,3.041556475,3.023868543,0.381909593,1.475454002,0.659415136,0.668234704,5.049242424,5.143939394,5.659090909,6.143939394,6.068181818,0.09469697,0.515151515,0.409090909,0.484848485,1.258219891,1.365699173,2.374866962,2.823401868,2.762302401,0.447352056,1.37320833,0.744608458,0.813244439,5.007575758,5.015151515,5.420454545,5.840909091,5.731060606,0.007575758,0.40530303,0.310606061,0.420454545,1.308040139,1.269620754,2.169902615,2.529910939,2.458712531,0.348733987,1.22339765,0.704494811,0.740797909,Philadelphia
30,3.334782609,3.365217391,4.4,5.052173913,4.965217391,0.030434783,1.034782609,0.565217391,0.652173913,1.146899635,1.206463197,2.186900261,2.675600502,2.638083315,0.354552159,1.284305224,0.84760577,0.872115115,3.143478261,3.204347826,3.769565217,4.339130435,4.22173913,0.060869565,0.565217391,0.452173913,0.569565217,1.011430777,1.030952526,1.6277975,2.140835883,2.068363596,0.453746299,0.972373271,0.795659384,0.857504648,3.204347826,3.139130435,3.565217391,3.947826087,3.9,-0.065217391,0.426086957,0.334782609,0.382608696,1.047758373,1.031274757,1.553305728,1.813792275,1.805740482,0.337093531,0.911459021,0.844250369,0.815596962,Philadelphia
40,2.11971831,2.133802817,2.626760563,2.985915493,2.929577465,0.014084507,0.492957746,0.302816901,0.35915493,0.69936541,0.70689485,1.08901123,1.552787087,1.485857144,0.167836272,0.750852743,0.875104343,0.932787702,2.133802817,2.105633803,2.401408451,2.626760563,2.584507042,-0.028169014,0.295774648,0.183098592,0.225352113,0.809770769,0.711683116,0.87567489,1.121100997,1.073490745,0.335672543,0.568545892,0.88821854,0.917863432,2.112676056,2.14084507,2.471830986,2.436619718,2.422535211,0.028169014,0.330985915,-0.049295775,-0.035211268,0.808628921,0.879970577,1.069855574,1.013838914,0.969930491,0.335672543,0.627070539,1.138167401,1.144905285,Philadelphia
50,1.411111111,1.433333333,1.7,1.777777778,1.766666667,0.022222222,0.266666667,0.066666667,0.077777778,0.517001824,0.498311757,0.589229167,0.896657686,0.874739126,0.210818511,0.492642496,0.761429761,0.782214916,1.444444444,1.411111111,1.655555556,1.655555556,1.655555556,-0.033333333,0.244444444,0,0,0.582731096,0.538296198,0.621001567,0.736848911,0.736848911,0.234640533,0.457425898,0.834643165,0.834643165,1.488888889,1.533333333,1.855555556,1.766666667,1.766666667,0.044444444,0.322222222,-0.088888889,-0.088888889,0.565773696,0.706311832,0.786988444,0.887491098,0.887491098,0.364463932,0.493275632,1.097949513,1.077287944,Philadelphia
60,1,1,1,1.035714286,1.035714286,0,0,0.035714286,0.035714286,0,0,0,0.188982237,0.188982237,0,0,0.188982237,0.188982237,1.071428571,1,1,1,1,-0.071428571,0,0,0,0.262265264,0,0,0,0,0.262265264,0,0,0,1,1.107142857,1.107142857,1.035714286,1.035714286,0.107142857,0,-0.071428571,-0.071428571,0,0.314970394,0.314970394,0.188982237,0.188982237,0.314970394,0,0.377964473,0.377964473,Philadelphia
70,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Philadelphia
80,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Philadelphia
0,8,7.248275862,6.331034483,6.579310345,6.579310345,-0.751724138,-0.917241379,0.248275862,0.248275862,1.961433716,2.493132329,2.525027977,2.512935881,2.485147451,0.901626882,0.559059829,0.433510132,0.433510132,8.317241379,8.268965517,7.572413793,7.710344828,7.675862069,-0.048275862,-0.696551724,0.103448276,0.137931034,1.995493006,2.089175716,2.33554903,2.303129638,2.303025663,0.34015998,0.638184686,0.305599091,0.346022833,8.248275862,7.317241379,6.110344828,6.406896552,6.379310345,-0.931034483,-1.206896552,0.268965517,0.296551724,2.119784562,2.417251217,2.435607503,2.408020602,2.380677324,0.769696661,0.675941234,0.460301417,0.458320271,Phoenix
10,7.098113208,6.973584906,6.667924528,6.720754717,6.724528302,-0.124528302,-0.305660377,0.056603774,0.052830189,2.057367633,2.357141867,2.520204235,2.476660637,2.493089362,1.26264898,0.591100378,0.380146221,0.404802502,7.339622642,7.388679245,7.022641509,7.079245283,7.067924528,0.049056604,-0.366037736,0.045283019,0.056603774,2.014562478,2.00847262,2.281234507,2.238891644,2.253597594,0.400578484,0.711098008,0.334032999,0.348975467,7.456603774,7.067924528,6.501886792,6.596226415,6.59245283,-0.388679245,-0.566037736,0.090566038,0.094339623,1.967299856,2.277007405,2.441938699,2.436928819,2.446383312,0.994237255,0.693842888,0.378525924,0.372550126,Phoenix
20,5.493197279,6.159863946,6.554421769,6.401360544,6.397959184,0.666666667,0.394557823,-0.156462585,-0.153061224,2.369808963,2.233384914,2.423314834,2.444356498,2.451188174,1.848653539,0.579016739,0.39103748,0.445348523,5.476190476,5.425170068,5.823129252,5.724489796,5.738095238,-0.051020408,0.397959184,-0.085034014,-0.098639456,1.984008881,1.949756038,2.288718974,2.266150736,2.28276921,0.331686629,0.667220754,0.302854168,0.320725797,5.431972789,5.959183673,6.455782313,6.306122449,6.299319728,0.527210884,0.496598639,-0.156462585,-0.149659864,1.905747957,2.295202151,2.56048015,2.593276276,2.618951581,0.865103345,0.723794982,0.373173463,0.375962773,Phoenix
30,3.564705882,3.241176471,3.747058824,3.7,3.694117647,-0.323529412,0.505882353,-0.052941176,-0.047058824,2.120327422,1.673164038,2.089879147,2.109011378,2.095492652,0.781463815,0.627260964,0.348483863,0.322926058,2.988235294,3.017647059,3.382352941,3.341176471,3.364705882,0.029411765,0.364705882,-0.017647059,-0.041176471,1.43493288,1.489503827,1.982388522,1.928011768,1.93899296,0.275776914,0.693964834,0.352061207,0.332746903,2.941176471,3.341176471,4.170588235,4.029411765,4.058823529,0.4,0.829411765,-0.111764706,-0.141176471,1.35745098,1.878265227,2.680250961,2.570719216,2.569060064,0.674120071,1.008991943,0.454279263,0.439282394,Phoenix
40,1.969230769,1.984615385,2.153846154,2.184615385,2.2,0.015384615,0.169230769,0.046153846,0.030769231,1.015031261,0.960018029,1.175674929,1.184434302,1.188486432,0.414288083,0.486352199,0.211451031,0.174035805,1.876923077,1.923076923,2.153846154,2.138461538,2.138461538,0.046153846,0.230769231,-0.015384615,-0.015384615,0.838668817,0.906705787,1.175674929,1.184231331,1.184231331,0.275611209,0.52348683,0.124034735,0.124034735,1.861538462,2.092307692,2.630769231,2.584615385,2.615384615,0.230769231,0.538461538,-0.015384615,-0.046153846,0.826833627,1.141860829,1.807702537,1.685344064,1.720213538,0.52348683,0.811574917,0.330355287,0.327431731,Phoenix
50,1.0625,1.0625,1.125,1.125,1.125,0,0.0625,0,0,0.25,0.25,0.341565026,0.341565026,0.341565026,0,0.442530602,0,0,1,1.0625,1,1.0625,1.0625,0.0625,-0.0625,0.0625,0.0625,0,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25,1.0625,1.0625,1.25,1.3125,1.3125,0,0.1875,0.0625,0.0625,0.25,0.25,0.447213595,0.478713554,0.478713554,0,0.403112887,0.25,0.25,Phoenix
60,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.25,1.333333333,1.333333333,0,0.25,0.083333333,0.083333333,0,0,0.452267017,0.492365964,0.492365964,0,0.452267017,0.288675135,0.288675135,1,1,1,1.083333333,1.083333333,0,0,0.083333333,0.083333333,0,0,0,0.288675135,0.288675135,0,0,0.288675135,0.288675135,Phoenix
70,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.2,1.2,1.2,0,0.2,0,0,0,0,0.421637021,0.421637021,0.421637021,0,0.421637021,0,0,1,1,1,1.1,1.1,0,0,0.1,0.1,0,0,0,0.316227766,0.316227766,0,0,0.316227766,0.316227766,Phoenix
80,0.888888889,0.888888889,0.888888889,1,1,0,0,0.111111111,0.111111111,0.333333333,0.333333333,0.333333333,0.5,0.5,0,0,0.333333333,0.333333333,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0,0,0,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0,0,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0,0,0,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0,0,Phoenix
0,8.608974359,8.442307692,8.192307692,8.121794872,8.198717949,-0.166666667,-0.25,0.006410256,-0.070512821,1.461654908,1.546026685,1.685288851,1.888310215,1.857573415,0.518475847,0.528235041,0.686240763,0.663443407,8.685897436,8.634615385,8.423076923,8.057692308,8.096153846,-0.051282051,-0.211538462,-0.326923077,-0.365384615,1.390309723,1.455075825,1.711586555,1.931873183,1.893209755,0.373213971,0.544883715,0.569815607,0.612625639,8.608974359,8.474358974,8.032051282,7.583333333,7.608974359,-0.134615385,-0.442307692,-0.423076923,-0.448717949,1.500854457,1.682734786,2.080384182,2.202515668,2.215993822,0.591188398,0.654910825,0.700584655,0.635456369,Portland
10,5.368159204,5.507462687,5.671641791,5.646766169,5.60199005,0.139303483,0.164179104,-0.069651741,-0.024875622,1.566454945,1.738158229,1.960010661,1.964586977,1.894939582,0.714491086,0.545811733,1.120323336,1.069756098,5.303482587,5.333333333,5.44278607,5.55721393,5.537313433,0.029850746,0.109452736,0.094527363,0.114427861,1.494134469,1.540562668,1.725676737,2.016918491,1.99244843,0.457279431,0.572678094,1.271227714,1.241708821,5.368159204,5.467661692,5.52238806,5.800995025,5.736318408,0.099502488,0.054726368,0.213930348,0.278606965,1.534203733,1.609409521,1.819545621,2.24948861,2.192059392,0.655781786,0.672302052,1.564929703,1.58807747,Portland
20,2.582278481,2.556962025,2.556962025,2.82278481,2.772151899,-0.025316456,0,0.215189873,0.265822785,0.914380762,0.887907876,1.059109876,1.19571343,1.176145019,0.357149812,0.423659273,0.633890836,0.614125619,2.594936709,2.620253165,2.544303797,3.075949367,3.063291139,0.025316456,-0.075949367,0.518987342,0.53164557,0.92707131,0.978012079,1.118578177,1.824141188,1.821113861,0.22501758,0.416707236,0.889551306,0.917569854,2.582278481,2.582278481,2.481012658,3.113924051,3.050632911,0,-0.101265823,0.569620253,0.632911392,0.92829586,0.942005429,1.119303349,1.96760522,1.900733557,0.320256308,0.568284344,1.11727168,1.210818913,Portland
30,1.4,1.4,1.4,1.428571429,1.457142857,0,0,0.057142857,0.028571429,0.497050122,0.497050122,0.553066319,0.502096445,0.505432671,0.242535625,0.48507125,0.481593992,0.452815654,1.4,1.4,1.4,1.485714286,1.514285714,0,0,0.114285714,0.085714286,0.497050122,0.497050122,0.553066319,0.658493315,0.658493315,0.242535625,0.420084025,0.471008216,0.445330583,1.4,1.371428571,1.457142857,1.428571429,1.428571429,-0.028571429,0.085714286,-0.028571429,-0.028571429,0.497050122,0.490240894,0.610826689,0.608068992,0.557605927,0.169030851,0.612200879,0.452815654,0.452815654,Portland
40,1,1,1.285714286,1,1,0,0.285714286,-0.285714286,-0.285714286,0,0,0.487950036,0,0,0,0.487950036,0.487950036,0.487950036,1,1,1.571428571,1.142857143,1,0,0.571428571,-0.571428571,-0.428571429,0,0,0.975900073,0.377964473,0,0,0.975900073,0.975900073,0.786795792,1,1,3.571428571,1.857142857,2.285714286,0,2.571428571,-1.285714286,-1.714285714,0,0,4.391550328,1.463850109,2.214669706,0,4.391550328,2.214669706,2.927700219,Portland
